,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                  TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                      SECOND YEAR A,,,,2ND YEAR -A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ND YEAR -A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,               SECOND YEAR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRANCH,,ELECTRONICS IND122UMENTATION ENGG,,,,,,,,ELECTRICAL  ENGG,,,,,,,,ELECTRICAL AND COMPUTER ENGG,,,,,,,,,,MECHANICAL ENGG,,,,,,MECHANICAL ENGG,,,,,,ROBOTICS AND AI,,,,,,,,MECHATRONICS ENGG,,,,,,,,CHEMICAL ENGG,,,,BIOTECHNOLOGY ENGG,,,,,,,,BIOMEDICAL ENGG,,CIVIL WITH COMPUTER APPLICATION,,CIVIL ENGG,,,,,,ELECTRONICS AND COMMUNICATION ENGG,,,,,,,,,,,,ELECTRONICS AND COMMUNICATION ENGG,,,,,,ELECTRONICS ENGG(VLSI DESGIN),,,,,,,,ELECTRONICS AND COMPUTER ENGG,,,,,,,,,,ELECTRONICS AND COMPUTER ENGG,,,,,,,,,,ELECTRONICS AND COMPUTER ENGG,,,,,,,,,,BRANCH,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6:00 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6:50 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,UTA030P,,,,,,,,UTA030P,,,,,,,,,,,,,,,,UME309P,,BEST-EEP,,,,,,UME309P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBM003P,,UMA303P,,,,UMA035P,,UMA035P,,UES012P,,UMA035P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNC302P,,,,,,,,,,,1,,8:00 AM
W,,,,,,B216/L101,,,,,,,,L101/B216,,,,,,,,,,,,,,,,FM,,,,,,,,FM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BIO PROCEES,,NA-1(G203),,,,PG(G201),,FIST(G307),,MS(G321),,NA(G204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C327,,,,,,,,,,W,,,
,2,,8:50 AM,UES034T,,LAB,,,,UEI408T,,,,LAB,,,,,,UMA301L,,,,,,,,,,LAB,,LAB,,,,,,LAB,,,,UCS321L,,,,,,,,UTA018L,,,,,,,,,,,,UBT307L,,,,,,,,LAB,,LAB,,,,LAB,,LAB,,LAB,,LAB,,,,,,,,UES012T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,2,,8:50 AM
E,,,,E308,TA5,PF3/SAS-RA,,,,E302,TA2,,,SAS-RA/PF3,,,,,,B301,,,,,,,,,MDL,HPS/,,SVG/RF-2,,,,,,KRC,,,,B302,,,,,,,SMV,F103,,,,,,,DEM,,,,,B303,,,,,,,DS,NF1,,TA15,,,,RA9,,TA19,,LC4,,RJD,,,,,,,,F301,LC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANS,,,,,,,,,,E,,,
,3,,9:40 AM,UES034L,,,,,,,,UEE301P,,UES302P,,,,,,ULC302L,,,,,,,,,,BEST-EDP,,,,UME309T,,UME309P,,BEST-SEN(P),,UME309P,,UMT404L,,,,,,,,BEST-EE/HP L,,,,,,,,UCH302L,,,,UBT308L,,,,,,,,UBM024P,,UCE306L,,,,,,,,UMA035L,,,,,,UMA035L,,,,,,UTA016P,,,,,,,,UEC612P,,UTA016P,,,,UNC302L,,,,,,,,,,UCS321P,,,,,,,,,,UNC401P,,UEC304P,,UNC305T,,UEC304T,,,3,,9:40 AM
D,,,,D116,,,,,,,MDS,MACHINE(C117),,I&C(C217),,,,,,B301,,,,,,,,,NIN,CAD-2,MBD/RSJ,,,F209,HPS,FM,,BSL/BHL/BPL,,FM,,B302,,,,,,,RKR,F103,,,,,,,PN/VPR,E302,,,JPK,B303,,,,,,,OVQ,BM(C324),,F104,,,,,,,HSC,F201,,,,,RJD,F202,,,,,TV,B204/F314,,,,,,,,C325,,F314/B204,,,,B304,,,,,,,,,CDM,B305,,,,,,,,,,C328,,C334,,B107,NS,F301,APC13,D,,,
,4,,10:30 AM,UEI301L,,,,,,,,LAB,,LAB,,,,,,ULC303L,,,,,,,,,,UES009L,,,,,,LAB,,LAB,,LAB,,UMA401L,,,,,,,,BEST-SEN L,,,,,,,,UES012L,,,,UBT309L,,,,,,,,LAB,,UCC302L,,UCE312L,,,,,,UEC311L,,,,,,UEC311L,,,,,,LAB,,,,,,,,LAB,,LAB,,,,UEC304L,,,,,,,,,,LAB,,,,,,,,,,LAB,,LAB,,UEC304T,,UNC305T,,,4,,10:30 AM
N,,,,D116,,,,,,,SGK,TA3,,TA7,,,,,,B301,,,,,,,,,ALK,F102,,,,,KKH,SSM,,SNP/SUK,,KRC,,B302,,,,,,,PJS,F103,,,,,,,JS,E302,,,BCM,B303,,,,,,,MKB,DBM,,E303,SCH,F104,,,,,SHG,F201,,,,,SV,F202,,,,,ST,RF2/ASO,,,,,,,,MB,,ASO/RF2,,,,B304,,,,,,,,,MKR,SMV,,,,,,,,,,AKA,,ARP,,B107,APC14,F301,PK,N,,,
,5,,11:20 AM,UMA302L,,,,,,,,UMA028L,,,,,,,,ULC301L,,,,,,,,,,UME309L,,,,,,BEST-SEN(P),,UMA034P,,BEST3.3T,,URAXXXL,,,,,,,,UMA034L,,,,,,,,UCH306L,,,,UBT310L,,,,,,,,,,UMA303L,,UCE310L,,,,,,UES012L,,,,,,UCS321L,,,,,,UEC612T,,UMA035P,,UES012P,,,,,,,,,,,,UEC304T,,,,,,,,UEC304L,,,,,,,,,,UNC501L,,,,,,,,,5,,11:20 AM
E,,,,D116,,,,,,,RCH,F105,,,,,,,ANK,B301,,,,,,,,,ADG,F102,,,,,RKS,BSL/BHL/BPL,,NA-1(G203),,F210,MKD,B302,,,,,,,NG,F103,,,,,,,NK,E302,,,NS,B303,,,,,,,SS,,,E303,NB,F104,,,,,SJS,F201,,,,,KUS,F202,,,,,VKM,F301,AS,NA2(G204),,MS(G321),,,,,,,,,,,,B107,APC13,,,,,,,B304,,,,,,,,,AKC,B305,,,,,,,MJS,E,,,
,6,,12:10 PM,UEI408L,,,,,,,,,,,,,,,,UTA030L,,,,,,,,,,UMA034L,,,,,,LAB,,LAB,,UME517T,,UTA018L,,,,,,,,UES009L,,,,,,,,UCH301L,,,,,,,,,,UCH301T,,,,,,,,,,,,,,,,,,UCS321L,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,UNC501L,,,,,,,,,,UNC305L,,,,,,,,,6,,12:10 PM
,,,,D116,,,,,,,VS,,,,,,,,,B301,,,,,,,,,GDS/KAS,F102,,,,,MKS,SNP/SUK,,JPR,,F210,TN,B302,,,,,,,DEM,F103,,,,,,,SSD,E302,,,RKG,,,,,,,B307,HH,,,,,,,,,,,,,,,,,F202,,,,,VKM,,,TV,,LC6,,,,,,,,,,,,,,,,,,,,B304,,,,,,,,,SUK,B305,,,,,,,PK,,,,
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNC305T,,UEC304T,,,,,,,,,,,,,,,,,,,,,,,7,,1:00 PM
S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B107,NS,F301,ARP,,,,,,,,,,,,,,,,,,,,,S,,,
,8,,1:50 PM,,,,,,,,,UCS321L,,,,,,,,,,,,UTA030P,,UTA030P,,UES301P,,,,BEST-SENP,,,,,,,,,,URA302P,,,,,,,,BEST-ED(P),,BEST3.3T,,UMT306P,,UES009T,,,,,,,,,,,,,,UBM024L,,UCC305L,,UCC306P,,,,UCE312T,,,,,,,,,,UMA035P,,UEC311T,,UMA035P,,,,,,,,,,,,,,UNC305L,,,,,,,,,,,,,,,,,,,,UEC304P,,,,,,UNC501P,,,8,,1:50 PM
D,,,,,,,,,,,,D116,,,,,,,,,,,,B216/L101,,L101/B216,,ANALOG(B211),,,,BSL/BHL/BPL,,,,,,,,,,CAM,,,,,,,,CAD-1 LAB,MBD/RKS,F111,AM,ISD,,F209,MDS,,,,,,,,,,,,,E307,SGK,LP109,SHR,C218,,,,F104,APC12,,,,,,,,,NA1(G203),,F301,SP,NA2(G204),,,,,,,,,,,,,,B304,,,,,,,,,ST,,,,,,,,,,,C334,,,,,,C332,,D,,,
,9,,2:40 PM,UEI301T,,UES034P,,UMA032T,,,,KKG,,,,,,,,,,,,LAB,,LAB,,LAB,,,,LAB,,BEST-EE P,,BEST3.3 L,,,,,,LAB,,,,,,,,UES009T,,BEST-ED-(P),,LAB,,,,UCH409P,,UCH307P,,,,UCH301T,,,,,,UBM009T,,UCC305T,,LAB-2,,,,UCE310T,,UEC612L,,,,,,,,LAB,,UEC612T,,LAB,,,,,,,,,,,,,,UCS321L,,,,,,,,,,,,,,,,,,UEC304T,,LAB,,,,,,LAB,,,9,,2:40 PM
A,,,,E308,SGK,IOT(D206B),,E303,RCH,,,,,,,,,,,,,,,GDS/SAS-RA,,SAS-RA/GDS,,NF1,,,,SNP/NF2,,,,F103,,,,,AMG,DMG,,,,,,,,F209,SSD,CAD-1,MBD/RKS,RAW,,,,B112,,B118,,,,B303,HH,,,,,E307,DBD,LP109,SHR,HSC,,,,F104,SJS,F201,,,,,BG,,,RJD,,F301,AS,TV,,,,,,,,,,,,,,B304,,,,,,,,,SMV,,,,,,,,,F202,AKC,APC14,,,,,,ABH-RA,,A,,,
,10,,3:30 PM,UEI408P,,LAB,,UTA030P,,,,UEE307T,,UMA028P,,UTA030P,,,,ULC301P,,ULC301P,,UMA301T,,ULC302T,,,,UES009T,,UME309T,,LAB,,UCS321L,,,,,,UMA401P,,URAXXXP,,URA302P,,UMT404P,,,,UMT306P,,BEST-SEN,,,,LAB,,LAB,,UBT321P,,,,,,,,UBM003L,,UCC302P,,UCE310T,,UCE312P,,,,UES012T,,UEC612P,,UES012P,,UES012P,,UEC311T,,,,UCS321L,,,,,,,,,,UMA035P,,,,,,,,,,,,UNC501P,,UNC401L,,,,,,,,,,UNC302P,,UNC401P,,UEC304P,,,,,10,,3:30 PM
Y,,,,ANALOG(B211),,TA5,,B216/L101,,,,E308,PN,PG(G201),,L101/B216,,,,PSS(H220),,NETWORK(H223),,E305,MDL,E302,NIN,,,F209,KKH,F210,RKS,SVG/RF-2,,F103,,,,,JYT,CAD-2(D102),,MOM,,CAM,,CAD-1,,,,ISD,,BSL/BHL/BPL,,,,VP,,HPB,,B303,,,,,,,,E307,NF1,D122,,F104,SJS,SM,,,,F301,LC3,C325,,MS(G321),,G249,,B107,SV,,,F201,,,,,ARN,,,,,NA1(G203),,,,,,,,,,,,C332,,B304,,,,,,,,,PV,C327,,C328,,C334,,,,Y,,,
,11,,4:20 PM,LAB,,,,LAB,,,,UEE301T,,LAB,,LAB,,UEC307T,,LAB,,LAB,,ULC302T,,UMA301T,,,,UME309T,,UES009T,,,,UME517L,,,,,,LAB,,LAB,,LAB,,LAB,,,,LAB,,LAB,,,,UCS321P,,,,AKU,,,,,,,,UMA017L,,LAB,,,,LAB (W123),,,,,,LAB,,LAB,,LAB,,UEC612T,,,,UCS321L,,,,,,,,,,LAB,,,,,,,,,,,,LAB,,UNC302L,,,,,,,,,,LAB,,LAB,,LAB,,,,,11,,4:20 PM
,,,,VS,,,,AM/KAS,,,,E301,SP,RA8,,KAS/AM,,E308,PN,ALK,,TA12,,E314,NIN,E305,MDL,,,F209,RKS,F210,KKH,,,F103,,,,,TN,PJS,,NG,,MAA,,RKR,,,,RAR,,JS/NF-2,,,,E302,,,,,,,,,,,,E307,AKP,SCH,,,,SHG,,,,,,GPK,,LC4,,LC6,,B107,MB,,,F201,,,,,ARN,,,,,TA17,,,,,,,,,,,,SUK,,B304,,,,,,,,,ANS,TSP,,SSK,,MKR,,,,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5:10 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6:00 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6:50 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,,,,,UMA028L,,,,,,,,,,,,,,,,,,BEST3.3L,,,,,,,,,,,,,,,,,,,,BEST-ED L,,,,,,,,,,UCH302P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UEC612P,,,,,,UMA035P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,8:00 AM
T,,,,,,,,,,,,F108,,,,,,,ANK,,,,,,,,,,,F102,,,RJS,,,,,,,,,,,,,,,,,F103,,,,,,,MBD/RKS,,,FM(H108),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C325,,,,,,NA1(G203),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,
,2,,8:50 AM,,,,,,,UEI301P,,UEE301L,,,,,,,,,,,,,,,,,,UME517L,,,,,,BEST3.3T,,,,,,UMA401L,,,,,,,,BEST-EE/HP L,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8:50 AM
H,,,,,,,,,,ANALOG(B211),,D116,,,,,,,SP,,,,,,,,,,,F102,,,PCY,,,F209,AMG,,,,,B302,,,,,,,PJS,F103,,,,,,,SVG/VPR,,,JPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APC4,,,,,,TA17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,
,3,,9:40 AM,UMA302T,,,,UES034T,,LAB,,UEE307L,,,,,,,,ULC302L,,,,,,,,,,UCS321L,,,,,,BEST-ED(P),,BEST3.3T,,BEST-SEN (P),,UTA018P,,URA302P,,URAXXXP,,,,UES009L,,,,,,,,UCH307L,,,,UBT308L,,,,,,,,UBM003P,,UCC302L,,UCE308L,,,,,,,,UES012P,,UMA035P,,,,,,,,UMA035L,,,,,,UMA035L,,,,,,,,UEC304P,,,,UNC501P,,UNC401P,,UNC302P,,UNC302L,,,,,,,,,,UEC304L,,,,,,,,,3,,9:40 AM
U,,,,E306,RCH,,,E308,TA5,TA9,,D116,,,,,,,PN,B301,,,,,,,,,NIN,F102,,,JYT,,,CAD-2 LAB,MBD/RSJ,F209,AMG,BSL/BHL/BPL,,ED-2(L2009),,CAM,,MOM,,,,F103,,,,,,,SSD,E302,,,HPB,B303,,,,,,,OVQ,BIO PROCESS,,E303,SCH,F104,,,,,DAS,,,MS(G249),,NA1(G203),,,,,,,,F201,,,,,FM,B302,,,,,,,TV,C334,,,,C332,,C328,,C327,,B304,,,,,,,,,ANS,B305,,,,,,,ARP,U,,,
,4,,10:30 AM,UEI301P,,,,,,,,,,,,UEE301T,,,,UCS321P,,,,,,,,,,UCS321P,,,,,,UME517T,,BEST-ED(P),,LAB,,LAB,,LAB,,LAB,,,,BEST-EE(P),,UES009T,,,,,,UES012L,,,,UBT309L,,,,,,,,LAB,,UCC306L,,UCE312L,,,,,,UEC612T,,LAB,,LAB,,UEC612L,,,,,,UEC612L,,,,,,UEC612L,,,,,,,,LAB,,,,LAB,,LAB,,LAB,,UCS321L,,,,,,,,,,UCS321L,,,,,,,,,4,,10:30 AM
R,,,,ANALOG(B211),,,,,,,,,,,,D116,TA3,,,B301,,,,,,,,,,F102,,,,,,F210,TN,CAD-2 LAB,MBD/RSJ,SNP/SUK,,DEM,,MAA,,GB,,,,,,F209,SSD,,,,,E302,,,BCM,B303,,,,,,,MKB,NF1,,E303,TPK,F104,,,,,SHG,F301,BG,LC6,,RA2,,F202,,,,,MB,F201,,,,,AS,B302,,,,,,,GPK,APC13,,,,MJS,,AKA,,TSP,,B304,,,,,,,,,SMV,B305,,,,,,,RHL,R,,,
,5,,11:20 AM,LAB,,,,,,UTA030P,,,,UEE301T,,UES302P,,UTA030P,,KKG,,,,,,,,,,JYT,,,,,,UMA034L,,,,,,URAXXX T,,,,UMA034P,,URAXXXP,,LAB,,,,UES009T,,UMT306P,,UCH409L,,,,,,,,UCH301T,,,,UBM031P,,UMA303L,,UCE310L,,,,,,UMA035L,,,,,,UMA035P,,,,UEC612P,,UEC311L,,,,,,UCS321L,,,,,,,,UNC501L,,,,,,,,,,,,UNC401P,,UNC305T,,UNC401P,,,,UEC304T,,UNC302P,,UNC501P,,UEC304P,,,5,,11:20 AM
S,,,,SGK,,,,,,B216/L101,,,,D116,SP,I&C(C217),,L101/B216,,,,,,,,,,,,,,,,,,F103,,,,,JPR,F209,NG,,,NA2(G204),,MOM,,PN/RF-2,,,,F210,SSD,ISD,,E302,,,VP,,,,,B303,HH,,,EE-2(H222),,E303,NB,F104,,,,,SJS,F202,,,,,RJD,NA1(G203),,,,C325,,F201,,,,,SP,B302,,,,,,,ARN,B304,,,,,,,,,DGS,,,C326,,F301,ST,C328,,,,B107,APC14,C327,,C332,,C334,,S,,,
,6,,12:10 PM,,,,,,,LAB,,,,UEE307T,,LAB,,LAB,,ULC303L,,,,,,,,,,,,,,,,UME517L,,,,,,,,URAXXX T,,LAB,,LAB,,,,,,,,LAB,,UCH307T,,UES012T,,UBT307L,,,,,,,,LAB,,,,UMA035L,,,,,,UES012L,,,,,,LAB,,,,LAB,,UES012L,,,,,,UVD302L,,,,,,,,UEC304L,,,,,,,,,,,,LAB,,,,LAB,,,,UNC305T,,LAB,,LAB,,LAB,,,6,,12:10 PM
D,,,,,,,,,,GDS/AKV,,,,D116,PN,MIS,,AKV/GDS,,B301,,,,,,,,,ALK,,,,,,,F103,,,,,TN,,,F210,NG,NK,,NK,,,,,,,,RAW,,E303,HPB,E302,BCM,B307,,,,,,,DS,TA14,,,,F104,SJK,,,,,F202,,,,,KUS,TV,,,,PF4,,F201,,,,,JTK,B302,,,,,,,ARP,B304,,,,,,,,,MKR,,,APC16,,,,SMD,,,,B107,APC5,CDM,,KUA-RA,,AKC,,D,,,
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1:00 PM
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,
,8,,1:50 PM,,,UEE301P,,UEI408T,,,,,,,,,,,,,,,,,,,,,,BEST-SEN-P,,UME309P,,UME309P,,UCS321L,,,,,,UMA034L,,,,,,,,UTA018L,,,,,,,,,,,,,,,,,,,,UBM008L,,UCC305L,,,,,,,,,,,,,,UMA035L,,,,,,,,,,UEC612P,,,,UVD301P,,,,UTA016P,,,,,,,,,,UEC304P,,UNC501L,,,,,,,,,,UNC302L,,,,,,,,,8,,1:50 PM
,,,,,,ANALOG(B211),,E302,VS,,,,,,,,,,,,,,,,,,,,,BSL/BHL/BPL,,FM,,FM,,F102,,,,,JYT,B302,,,,,,,NK,F103,,,,,,,DEM,,,,,,,,,,,,,E307,DBM,LP109,SHR,,,,,,,,,,,,,F201,,,,,TV,,,,,C325,,,,B105,,,,F314/B204,,,,,,,,,,C334,,B304,,,,,,,,,SUK,B305,,,,,,,TSP,,,,
,9,,2:40 PM,,,LAB,,,,UEI301T,,,,,,UEE307T,,,,,,,,,,,,,,LAB,,LAB,,LAB,,BEST3.3L,,,,,,UTA018L,,,,,,,,UMA034L,,,,,,,,,,UCH301T,,UBT311P,,UBT311P,,UBT311P,,UBT311P,,UBM009L,,UCS321P,,,,,,,,UEC311T,,,,UES012T,,UES012L,,,,,,,,,,LAB,,,,LAB,,,,LAB,,UNC305T,,,,,,,,LAB,,UNC305L,,,,,,,,,,UNC501L,,,,,,,,,9,,2:40 PM
Y,,,,,,SGK,,,,E302,TA10,,,,,E308,PN,,,,,,,,,,,,,JS/NF2,,HPS,,RKS,,F102,,,,,AMG,B302,,,,,,,DEM,F103,,,,,,,NK,,,E303,RKG,MOL BIO,,MICRO,,BIOPROCESS,,BIOPROCESS,,E307,DBD,F104,,,,,,,,B209,ST,,,F301,KUS,F201,,,,,OPP,,,,,BG,,,,APC1,,,,SCS/RF1,,B107,PK,,,,,,,APC13,,B304,,,,,,,,,NS,B305,,,,,,,MJS,Y,,,
,10,,3:30 PM,UTA030P,,UMA032T,,,,,,UTA030P,,,,UEE301P,,UES302P,,,,,,,,UES301P,,,,UMA034P,,UMA034P,,BEST-SENP,,UMA034P,,BEST EE-L,,,,UCS321P,,,,,,,,UCS321L,,,,,,,,UES012P,,UES012P,,LAB,,LAB,,LAB,,LAB,,UBM009T,,ABK,,,,,,,,UEC612P,,,,UEC612T,,UCS321P,,,,,,UCS321P,,,,,,UVD301T,,,,,,UMA035P,,UNC302P,,UEC304P,,UNC401P,,,,,,,,,,,,,,UNC501P,,UCS321P,,,,,,,,,10,,3:30 PM
,,,,B216/L101,,E303,RCH,,,,,L101/B216,,,,MACHINE(C117),,I&C(C217),,,,,,,,ANALOG(B211),,,,FIST(G307),,PG(G201),,BSL/BHL/BPL,,NEW(G309),,,,,,B302,,,,,,,SMV,F103,,,,,,,KV,G249,,G321,,MKB,,MG,,OVQ,,DS,,E307,DBD,,,,,,,,,C325,,,,F301,MB,F201,,,,,VKM,F202,,,,,,B107,MKA,,,,,NA1(G203),,C327,,C334,,C328,,,,,,,,,,,,,,C332,,B305,,,,,,,,,,,
,11,,4:20 PM,LAB,,UES034T,,,,,,LAB,,,,LAB,,LAB,,,,,,,,LAB,,,,LAB,,LAB,,LAB,,LAB,,LAB,,,,UCS321P,,,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,UMA017L,,,,,,,,,,LAB,,,,UEC311T,,UCS321P,,,,,,LAB,,,,,,UEC612T,,,,,,LAB,,LAB,,LAB,,LAB,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,11,,4:20 PM
,,,,AMK-1/AKV,,E303,TA5,,,,,AKV/AMK-1,,,,TA3,,MIS,,,,,,,,NF1,,,,TA39,,MKS,,SNP/SUTK,,MKR,,PN/RF-1,,,,B302,,,,,,,SMV,,,,,,,,,BCM,,BNC,,,,,,,,,,E307,AKP,,,,,,,,,AS,,,,F301,ST,F201,,,,,VKM,ARN,,,,,,B107,BG,,,,,RJD,,ANS,,MKR,,AKA,,,,,,,,,,,,,,KUA-RA,,RHL,,,,,,,,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,5:10 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,6:00 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,6:50 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
