,,,,,,,,,,,,,,,,                                                                      TIME TABLE JULY TO DEC 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,SECOND YEAR -B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BRANCH,,COMPUTER ENGG,,,,,,,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COMPUTER ENGG,,,,,,,,,,COE LEET STUDENTS,,,,COPC LEET ,,,,,,,,,,COMPUTER SCIENCE AND ENGG,,,,,,,,,,,,,,,,,,,,COMPUTER SCIENCE AND ENGG,,,,,,,,,,AI AND MACHINE LEARNING,,,,,,,,AI AND MACHINE LEARNING,,,,,,,,,,COMPUTER SCIENCE AND BUSINESS SYSTEMS,,,,,,,,,
,,LECTURE,,2C1,,,,,,,,,,,,,,,,2C2,,,,,,,,,,2C3,,,,,,,,,,2C4,,,,,,,,,,2C5,,,,,,,,,,2C6,,,,,,,,,,2C7,,,,,,,,,,2C8,,,,,,,,,,,,,,2Q1,,,,,,,,,,2Q2,,,,,,,,,,2Q3,,,,,,,,,,2X1,,,,,,,,2X2,,,,,,,,,,2R1,,,,,,,,,
,,,,,,,,,,,,,,GUK-RA,,,,,,LT303,,,,,,,,,ASN,LT301,,,,,,,,,VAP,LT302,,,,,,,,,SHD,APC1/DKS,,AMJ/ASL,,BHU,,,,MDY-RA,,,,,,,,,,,,HRM-RA,,F110,NAD-RA,SPNP,,KRK-RA,,,,E205,,,,,,,HAS,AJD,,RHL,,AJD,,,,F111,CHK-RA,,,,,,,,,RAJ,,NEG,,,,,,,,,,,,,,,,ASK,,JOT,,DKS/APC1,,ASL/AMJ,,,,,,,,,,,,ASM,,,,,,,,,
,10,,3:30 PM,UTA016P,,UTA016P,,,,,,,,,,,,,,,,,,,,UCS303P,,UCS405T,,UTA016P,,UTA016P,,UCS301P,,UCS301P,,,,,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,,,,,UCS405L,,,,,,,,,,UMA021P,,,,,,UMA021P,,,,UCS301P,,,,,,UTA018P,,,,UCS303P,,UTA018P,,,,,,,,UCS405T,,,,,,,,,,,,,,,,UMA021P,,UCS303P,,UAI301P,,,,,,,,,,,,,,UHU012P,,UCTXX2P,,,10,3:30 PM,
,,,,F314/B204,,F315/C212,,,,,,,,,,,,,,,,,,,,SS2(L202),,F111,CHK-RA,B204/F314,,C212/F315,,DS-1(L004),,DS-2(L005),,,,,,,,,,,,,,LT301,,,,,,,,,AK,,,,,,,,,,,LT303,,,,,,,,,ADT,NA1(G203),,,,,,NA2(G204),,,,L003,,,,,,PL5(L208),,,,SS-2,,PL4(L011),,,,,,,,F110,NAD-RA,,,,,,,,,,,,,,,PG(G201),,SS-1(L201),,ED2(L209),,,,,,,,,,,,,,E101,,SE1(L104),,,,,
,11,,4:20 PM,LAB,,LAB,,,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,LAB,,LAB,,LAB,,,,,,,,,,,,,,UCS320L,,,,,,,,,,,,,,,,,,,,UCS303L,,,,,,,,,,LAB,,,,,,LAB,,,,LAB,,,,,,LAB,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,LAB,,,,,,,,,,,,,,SPK,,LAB,,,11,4:20 PM,
,,,,VG/RF6,,DKJ/DG,,,,,,,,,,,,,,,,,,,,ASN,,,,RF6/VG,,/DKJ,,VSH,,KAP,,,,,,,,,,,,,,LT301,ALTERNATE FROM FIRST WEEK,,,,,,,,SAM,,,,,,,,,,,LT303,,,,,,,,,JDN,MH,,,,,,TA19,,,,YSH-RA,,,,,,HSP,,,,SHV,,DEM,,,,,,,,,,,,,,,,,,,,,,,,TA28,,SHD,,VBH,,,,,,,,,,,,,,,,VIN,,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5:10 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,FIRST WEEK ONWARDS ALTERNATE WEEK ,,,,,,,,,,,,,,,,UCS301P,,UTA016P,,UCS301P,,UCS301P,,UMA021P,,UCS303P,,,,UTA018P,,,,UTA018P,,UCS303L,,,,,,,,,,UCS303L,,,,,,,,,,,,,,,,,,,,,,,,UTA016P,,,,,,,,,,,,UTA016P,,UCS405T,,UCS405T,,UCS405T,,UCS320L,,,,,,,,,,UCS301L,,,,,,,,,,UCS405L,,,,,,,,,,,,,,UAI301P,,,,,,,,UAI302P,,UAI302P,,UTA016P,,,,UCTXX3P,,,,,1,8:00 AM,
W,,,,LT102,,,,,,,,,,,,,,,JPK,SS2(L202),,F314/B204,,DS19L004),,DS2(L005),,NEW(G309),,SS-1(L201),,,,PL-4(L011),,,,PL5(L208),,LT302,,,,,,,,,SHD,LT402,,,,,,,,,RHL,,,,,,,,,,,,,,,B204/F314,,,,,,,,,,,,F303/C212,,F110,NAD-RA,F110,NAD-RA,F110,NAD-RA,LT301,,SECOND WEEK ONWARDS ALTERNATE WEEK,,,,,,,JPK,LT401,,,,,,,,,KAP,LT403,,,,,,,,,NNA,,,,,PL3(L010),,,,,,,,AI(L307),,AI(L307),,C212/F303,,,,CG2(L430),,,,W,,,W
,2,,8:50 AM,UTA018L,,,,,,,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,,,LAB,,UCS405T,,LAB,,UTA018L,,,,,,,,,,UCS405L,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,UCS405T,,,,LAB,,UTA018L,,UTA018L,,UTA018L,,UTA018L,,,,,,,,,,UCS405L,,,,,,,,,,UMA021L,,,,,,,,,,,,,,LAB,,,,,,,,ALTERNATE FROM FIRST WEEK,,ALTERNATE FROM SECOND WEEK,,LAB,,,,LAB,,UCT301L,,,2,8:50 AM,
E,,,,LT102,,,,,,,,,,,,,,,SRR,BAN-RA,,APS/APC10,,MNP,,SHU-RA,,FM,,ISR-RA,,,,MAL-RF,,F111,NAD-RA,TUS-JF,,LT302,,,,,,,,,SBH,LT402,,,,,,,,,NNA,,,,,,,,,,,,,,,APC10/APS,,,,,,,,F110,ADT,,,AG/,,LT102,SRR,LT102,SRR,LT102,SRR,LT301,,,,,,,,,SES,LT401,,,,,,,,,RVK,LT403,,,,,,,,,SPNP,,,,,VRN-CRA,,,,,,,,SAK,,SAK,,/AG,,,,SHS,,LP109,AKU,E,,,E
,3,,9:40 AM,UTA018P,,UCS301P,,UMA021P,,UMA021P,,,,,,,,,,UCS301P,,UCS301P,,,,UCS405T,,,,UCS303L,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,,,UTA018P,,,,,,,,,,,,,,,,UTA018P,,,,,,UCS301L,,,,,,,,UTA036P,,UTA036P,,UTA036P,,UCS303P,,UCS301P,,UMA021P,,UCS303P,,UMA021P,,,,,,,,,,,,UTA018P,,UTA018P,,,,,,,,,,,,,,,,,,,,,,,,,,UCT301L,,,,,,,3,9:40 AM,
D,,,,ED2(L209),,DS-1(L004),,NA-2(G204),,PG(G201),,,,,,,,,,DS1(L004),,DS2(L005),,,,F110,ADT,,,LT301,,,,,,,,,VAP,LT302,,,,,,,,,MER,,,,,,,,,PL-3(L010),,,,,,,,,,,,,,,,DBMS-2(L207),,,,,,E205,,,,,,,MNP,ACTIVITY SPACE 2,,ACTIVITY SPACE 2,,ACTIVITY SPACE 2,,SS-2(L202),,DS2(L005),,FIST(G307),,SS-1(L201),,NEW(G309),,,,,,,,,,,,PL-4(L011),,PL-5(L208),,,,,,,,,,,,,,,,,,,,,,,,,,LP109,,,,,AKU,D,,,D
,4,,10:30 AM,LAB,,LAB,,LAB,,LAB,,,,,,,,,,LAB,,LAB,,,,,,,,UCS405L,,,,,,,,,,UCS405L,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,LAB,,UCS405T,,UCS405T,,UCS303L,,,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,UCTXX2L,,,,,,,4,10:30 AM,
N,,,,GUR-JF,,DKA-RA,,TA4,,PRO,,,,,,,,,,VSH,,JOT,,,,,,,,LT301,,,,,,,,,VSL,LT302,,,,,,,,,AAD,,,,,,,,,GUK-RA,,,,,,,,,,,,,,,,YAD-RA,,F110,SNL-RA,F111,CHK-RA,E205,,,,,,,ASN,VPR/SPP,,VPR/SPP,,VPR/SPP,,GAS,,TBH,,TA6,,RHL,,TA7,,,,,,,,,,,,HAS,,PRY-JF,,,,,,,,,,,,,,,,,,,,,,,,,,LP109,,,,,VIN,N,,,N
,5,,11:20 AM,,,,,,,,,,,,,,,,,UCS301L,,,,,,,,,,,,UTA018P,,UTA016P,,UTA016P,,UMA021P,,UCS301P,,UCS303P,,UTA018P,,UCS405T,,UCS303P,,,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,UMA021P,,UCS301P,,UMA021L,,,,,,,,,,,,UES017L,,UCS301L,,,,,,,,,,,,,,UMA021P,,,,,,UTA016P,,UTA016P,,,,,,,,,,,,,,,,,,,,,,,,,,UCT203L,,,,,,,5,11:20 AM,
E,,,,,,,,,,,,,,,,,,,,LT302,,,,,,,,,RMT,,,PL-4(L011),,B204/F314,,C212/F315,,PG(G201),,DS-1(L004),,SS-1(L201),,PL-5(L208),,F110,SNL-RA,SS-2(L202),,,,,,,,,,,,LT303,,,,,,,,,VK,,,,,,,FIST(G307),,DS-2(L005),,E205,,,,,,,AJD,,,,,F209,KKH,LT301,,,,,,,,,TBH,,,,,NEW(G309),,,,,,F314/B204,,F315/C202,,,,,,,,,,,,,,,,,,,,,,,,,,LP109,,,,,RIR,E,,,E
,6,,12:10 PM,,,,,,,,,,,,,,,,,UMA021L,,,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,,,LAB,,,,,,,,,,,,UCS301L,,,,,,,,,,,,,,,,LAB,,LAB,,UTA018L,,,,,,,,UTA036L,,UTA036L,,UTA036L,,UMA021L,,,,,,,,,,,,,,LAB,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,UCTXX1L,,,,,,,6,12:10 PM,
S,,,,,,,,,,,,,,,,,,,,LT302,,,,,,,,,SPN,,,SRR,,AMJ/SUD,,RF7/MDM,,RA3,,KRK-RA,,GAS,,SFL-RA,,,,MDY-RA,,,,,,,,,,,,LT303,,,,,,,,,MNP,,,,,,,TA12,,YSH,,E205,,,,,,,HAS,ACTIVITY SPACE 2,SK/SPP,ACTIVITY SPACE 2,SK/SPP,ACTIVITY SPACE 2,SK/SPP,LT301,,,,,,,,,BHU,,,,,MH,,,,,,SUD/AMJ,,MDM/RF7,,,,,,,,,,,,,,,,,,,,,,,,,,LP109,,,,,ASM,S,,,S
,7,,1:00 PM,,,,,UCS405T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS301L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405T,,,,UAI301L,,,,,,,,UAI301L,,,,,,,,,,,,,,,,,7,1:00 PM,
D,,,,,,,,F110,AAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LT301,,,,,,,,,VSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F111,VSL,,,LT302,,,,,,,ASK,LT303,,,,,,,,,HAR,,,,,,,D,,,D
,8,,1:50 PM,UCS301L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA021P,,,,UTA016P,,UTA016P,,UTA018L,,,,,,,,,,,,UMA021P,,UCS301P,,,,,,UCS301P,,UCS301P,,,,,,,,,,,,,,,,UCS301L,,UCS301L,,UCS301L,,,,,,,,,,,,UCS303P,,UTA018P,,,,UMA021P,,UCS303P,,UCS303P,,,,UTA016P,,UTA016P,,UTA018P,,UCS303L,,,,,,,,UCS301L,,,,,,,,,,,,UCTXX1P,,,,,8,1:50 PM,
A,,,,LT102,,,,,,,,,,,,,,,SIK,,,,,,,,,,,,,,,,,,,,,,,PG(G201),,,,B204/F313,,C212/F315,,LT301,,,,,,,,,LVD,,,FIST(G307),,L003,,,,,,DS-1(L004),,DS-2(L005),,,,,,,,,,,,,,,,LT101,SIK,LT101,SIK,LT101,SIK,,,,,,,,,,,SS-2(L202),,PL-4(L011),,,,NEW(G309),,SS-1(L201),,DBMS-2(L207),,,,F314/B204,,F315/C212,,PL-5(L208),,LT302,,,,,,,SHD,LT303,,,,,,,,,JOT,,,DBMS1(L206),,,,A,,,A
,9,,2:40 PM,UCS405L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,LAB,,UMA021L,,,,,,,,,,UCS405T,,LAB,,LAB,,,,,,LAB,,LAB,,UCS405T,,,,,,,,,,,,,,UCS405L,,UCS405L,,UCS405L,,,,,,,,,,,,LAB,,LAB,,,,LAB,,LAB,,LAB,,,,LAB,,LAB,,LAB,,UCS301L,,,,,,,,UCS303L,,,,,,,,,,,,LAB,,,,,9,2:40 PM,
Y,,,,LT102,,,,,,,,,,,,,,,AAD,,,,,,,,,,,,,,,,,,,,,,,SPNP,,,,AMJ/NK,,PF2/PKC,,LT301,,,,,,,,,AK,F110,NAD-RA,MER,,SHU-RA,,,,,,TBH,,RMT,,F111,VSL,,,,,,,,,,,,,LT102,AAD,LT102,AAD,LT102,AAD,,,,,,,,,,,BAN-RA,,MAL-RF,,,,TA30,,ISR-RA,,ABD,,,,NK/AMJ,,PKC/PF2,,TUS-JF,,LT302,,,,,,,SIK,LT303,,,,,,,,,VBJ,,,ASM,,,,Y,,,Y
,10,,3:30 PM,,,UCS405T,,,,,,UCS303P,,UCS303P,,UTA018P,,UTA018P,,,,,,,,,,,,UMA021L,,,,,,,,,,,,,,,,,,UCS405T,,,,,,,,,,,,UTA018L,,,,,,,,,,UMA021L,,,,,,,,,,UCS301P,,UCS301P,,UTA018P,,,,UTA018P,,,,UTA018P,,,,,,,,,,UCS303P,,UMA021L,,,,,,,,,,,,,,,,,,UMA021P,,,,,,,,,,UTA016P,,UCS301P,,UTA016P,,UMA021P,,,,UCT203P,,,,,,,10,3:30 PM,
,,,,,,F111,VSL,,,,,SS-1(L201),,SS-2(L202),,DBMS-1(L206),,PL-4(L011),,,,,,,,,,,,LT301,,,,,,,,,PRO,,,,,,,,,F110,NNA,,,,,,,,,,,LT302,,,,,,,,,SRR,LT303,,,,,,,,,BHU,DS-1(L004),,DS-2(L005),,ED-2(L209),,,,PL-5(L208),,,,PL-5(L208),,,,,,,,,,DBMS2(L207),,LT402,,,,,,,,,AJD,,,,,,,,,FIST(G307),,,,,,,,,,F314/B204,,L003,,F315/C212,,NA2/G204,,,,NS2(L103),,,,,,,,,
,11,,4:20 PM,,,,,,,,,LAB,,LAB,,LAB,,LAB,,UTA016L,,,,,,,,,,UTA018L,,,,,,,,,,UTA016L,,,,,,,,,,UTA016L,,,,,,,,,,UCS303L,,,,,,,,,,UCS301L,,,,,,,,,,LAB,,LAB,,LAB,,,,LAB,,,,LAB,,,,,,,,,,LAB,,UCS303L,,,,,,,,,,,,,,,,,,LAB,,UTA016L,,,,,,,,LAB,,LAB,,LAB,,LAB,,,,LAB,,,,,,,11,4:20 PM,
,,,,,,,,,,,,VAP,,NDH,,PRY-JF,,SES,,LT101/LT102,,,,,,,,,/DG,LT301,,,,,,,,,NEG,LT102/LT101,,,,,,,,,DG,LT102/LT101,,,,,,,,,DG/,LT302,ALTERNATE FROM SECOND WEEK,,,,,,,,VAP,LT303,,,,,,,,,VSH,MNP,,GVR,,YAD-RA,,,,LVD,,,,LVD,,,,,,,,,,HRM-RA,,LT402,,,,,,,,,JDN,,,,,,,,,TA22,,LT101/LT102,,,,,,,/DG,VG/APC15,,DKA-RA,,VKH/APC10,,TA32,,,,RIR,,,,,,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU050L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5:10 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP101,PKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,,,,,,,,,UCS303P,,,,UCS303L,,,,,,,,,,,,,,,,UCS303P,,,,,,,,,,,,,,UCS405L,,,,,,,,,,UTA016P,,UTA016P,,UCS303P,,,,UCS301P,,UCS303L,,,,,,,,,,UCS303P,,,,UMA021P,,UTA018P,,UTA036L,,UTA036L,,UTA036L,,,,,,,,,,,,UTA016P,,UTA016P,,UCS301P,,UTA018P,,UTA018P,,UCS303L,,,,,,,,,,UMA021L,,,,,,,,UMA021L,,,,,,,,,,UHUXX2L,,,,,,,1,8:00 AM,
T,,,,,,,,,,,,,,,,SS-1(L201),,,,LT403,,,,,,,,,ASN,,,,,,,DBMS-2(L207),,,,,,,,,,,,,,LT302,,,,,,,,,VSH,B204/F314,,C212/F315,,SS-2(L202),,,,DS-1(L004),,LT301,,,,,,,,,JDN,DBMS-1(L206),,,,PG(G-201),,L003,,ACTIVITY SPACE 2,VPR/SPP,ACTIVITY SPACE 2,VPR/SPP,ACTIVITY SPACE 2,VPR/SPP,,,,,,,,,,,F314/B204,,F315/C212,,DS-2(L005),,PL-4(L011),,PL-5(L208),,LT401,,,,,,,,,NDH,LT402,,,,,,,MH,LT303,,,,,,,,,PRO,LP105,,,,,RR,T,,,T
,2,,8:50 AM,,,,,,,,,,,,,LAB,,,,UCS405L,,,,,,,,,,UCS405T,,,,UCS405T,,LAB,,,,,,,,,,,,,,UCS303L,,,,,,,,,,LAB,,LAB,,LAB,,,,LAB,,UMA021L,,,,,,,,,,LAB,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,UTA018L,,,,,,,,,,UAI301L,,,,,,,,UCS301L,,,,,,,,,,UHUXX2L,,,,,,,2,8:50 AM,
H,,,,,,,,,,,,,,,,ABN-RA,,,,LT403,,,,,,,,,JAS,F110,VSL,,,F111,RVK,PRC-RA,,,,,,,,,,,,,,LT302,,,,,,,,,NAA,APC71SPS,,PF2/SRV,,ABD,,,,MNP,,LT301,,,,,,,,,BHU,BAN-RA,,,,TA14,,MADHU YADAV,,,,,,,,,,,,,,,,,,SPS/APC1,,SRV/PF2,,DKA-RA,,PRY-JF,,HSP,,LT401,,,,,,,,,LVD,LT402,,,,,,,ASK,LT303,,,,,,,,,JOT,LP105,,,,,RR,H,,,H
,3,,9:40 AM,,,,,,,,,,,,,UCS405T,,,,UTA018P,,,,UMA021P,,UMA021P,,,,UMA021P,,UCS303P,,UCS303P,,UTA018P,,UTA016P,,UTA016P,,,,,,UMA021P,,,,UTA018L,,,,,,,,,,,,UCS301P,,,,,,,,UTA018L,,,,,,,,,,UCS301L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTA016P,,,,UCS301P,,UCS303P,,UCS301P,,,,UTA016P,,,,,,,,,,UCS303P,,,,,,,,UCTXX3P,,UCTXX2P,,,,,3,9:40 AM,
U,,,,,,,,,,,,,,,,F111,RVK,,,PL4(L011),,,,NA1(G201),,NEW(G309),,,,FIST(G307),,SS-1(L201),,SS-2(L202),,PL-5(L208,,B204/F314,,C212/F315,,,,,,NA-2(G204),,,,LT302,,,,,,,,,LVD,,,L003,,,,,,,,LT301,,,,,,,,,SBH,E205,,,,,,,MNP,,,,,,,,,,,,,,,,,,,,,,,,,F314/B204,,,,DS-2(L005),,DBMS-2(L207),,DS-1(L004),,,,F315/C212,,,,,,,,,,DBMS1(L206),,,,,,,,CG2(L430),,SE1(L104),,,,U,,,U
,4,,10:30 AM,,,,,,,,,,,,,,,,,LAB,,,,LAB,,LAB,,,,LAB,,LAB,,LAB,,LAB,,LAB,,LAB,,,,,,LAB,,,,,,,,,,,,UCS405T,,,,LAB,,,,,,,,,,,,,,,,,,UMA021L,,,,,,,,,,,,UES017L,,,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,LAB,,LAB,,,,LAB,,,,,,,,,,LAB,,,,,,,,LAB,,LAB,,,,,4,10:30 AM,
R,,,,,,,,,,,,,,,,,,,,SFL-RA,,,,MH,,TA29,,,,TA6,,SHD,,GAS,,NT1,,RF8/AA,,RF10/RKS,,,,,,VK,,,,,,,,,,,,F110,JAS,,,GYT-RA,,,,,,,,,,,,,,,,,,E205,,,,,,,AJD,,,,,F111,KKH,,,,,,,,,,,,,,,,,,,AA/RF8,,,,TBH,,JHS-RA,,SUG,,,,RKS/RF10,,,,,,,,,,MDP-RA,,,,,,,,SHS,,SHR,,,,R,,,R
,5,,11:20 AM,UCS303P,,,,,,,,UCS301P,,,,,,,,,,,,UTA018P,,,,UTA016P,,,,,,,,,,,,,,,,,,UCS301P,,,,UTA018P,,,,,,,,UMA021P,,,,UCS405T,,,,UMA021P,,,,,,,,,,,,,,UCS303L,,,,,,,,,,UTA018P,,UES017T,,UCS301P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UMA021P,,,,,,,,,,,,,,UCS301P,,,,,,,,,,,5,11:20 AM,
S,,,,SS-2(L202),,,,,,,,CIS(L301),,,,,,,,,,,,PL4(L011),,,,F206/C212,,,,,,,,,,,,,,,,,,DS-1(L004),,,,PL-5(L208),,,,,,,,PG(G201),,,,F110,AAD,,,FIST(G307),,,,,,,,,,,,,,E205,,,,,,,ASN,,,ED2(L209),,F111,KKH,L003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEW(G309),,,,,,,,,,,,,,DS2(L005),,,,,,,,,,S,,,S
,6,,12:10 PM,LAB,,,,,,,,LAB,,,,,,,,,,,,LAB,,,,LAB,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,,,,,,,LAB,,,,,,,,LAB,,,,,,,,,,,,,,UCS320L,,,,,,,,,,LAB,,UES009L,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,LAB,,,,,,,,,,,6,12:10 PM,
D,,,,ABN-RA,,,,,,,,KRK-RA,,,,,,,,,,,,PRY-JF,,,,SRV/APC10,,,,,,,,,,,,,,,,,,RMT,,,,TUS-JF,,,,,,,,TA29,,,,,,,,SPNP,,,,,,,,,,,,,,E205,ALTERNATE FROM SECOND WEEK,,,,,,JPK,,,GUR-JF,,F207,HSC,TBH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA27,,,,,,,,,,,,,,KAP,,,,,,,,,,D,,,D
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,UCS405T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS405T,,,,,,UTA018L,,,,,,,,,,UCS405L,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU012L,,,,,,,7,1:00 PM,
A,,,,,,,,,,,,,,,,,,,,,,F111,VSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F110,JAS,,,,,LT303,,,,,,,,,NEG,LT302,,,,,,,,,NNA,,,,,,,,,,,,,,,,,,,E101,,,,,SPK,A,,,A
,8,,1:50 PM,UMA021L,,,,,,,,,,,,,,,,,,UCS303P,,,,,,,,,,,,,,,,,,,,UCS301P,,UCS301P,,UTA018P,,UMA021P,,,,,,UTA016P,,UTA018P,,,,UCS303P,,,,,,,,,,,,,,,,,,UTA018P,,,,,,,,,,UMA021L,,UMA021L,,UMA021L,,UCS301L,,,,,,,,,,UCS405L,,,,,,,,,,UMA021L,,,,,,,,,,,,UTA016P,,UMA021P,,,,,,,,UMA021P,,,,UCS303P,,UCTXX1L,,,,,,,8,1:50 PM,
