,,TUTORIAL,,4C11,,4C12,,4C13,,4C14,,4C15,,4C16,,4C17,,4C18,,4C19,,4C10,,4C21,,4C22,,4C23,,4C24,,4C25,,4C26,,4C27,,4C28,,4C29,,4C20,,4C31,,4C32,,4C33,,4C34,,4C35,,4C36,,4C37,,4C38,,4C39,,4C40,,4C41,,4C42,,4C43,,4C44,,4C45,,4C46,,4C47,,4C48,,4Q11,,4Q12,,4Q13,,4Q14,,4Q15,,4Q16,,4Q17,,4Q18,,4Q21,,4Q22,,4Q23,,4Q24,,4Q25,,4Q26,,4Q27,,4Q28,,,,
DAY,,PRACTICAL,HOURS,4C1A,,4C1B,,4C1C,,4C1D,,4C1E,,4C1F,,4C1G,,4C1H,,4C1I,,4C1Z,,4C2A,,4C2B,,4C2C,,4C2D,,4C2E,,4C2F,,4C2G,,4C2H,,4C2I,,4C2Z,,4C3A,,4C3B,,4C3C,,4C3D,,4C3E,,4C3F,,4C3G,,4C3H,,4C3I,,4C3J,,4C4A,,4C4B,,4C4C,,4C4D,,4C4E,,4C4F,,4C4G,,4C4H,,4Q1A,,4Q1B,,4Q1C,,4Q1D,,4Q1E,,4Q1F,,4Q1G,,4Q1H,,4Q2A,,4Q2B,,4Q2C,,4Q2D,,4Q2E,,4Q2F,,4Q2G,,4Q2H,,DAY,,HOURS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,,1,8:00 AM
W,,,,,,,,,,,,,,,,,,,,F304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-1(L429),,W,,
,2,,8:50 AM,,,,,,,,,,,,,,,,,LC16,,,,,,,,,,,,,,,,,,,,,,,,UHU005L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,2,8:50 AM
E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E101,,,,,,,,,,,,,,,,,,,RKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTA-RA,,E,,
,3,,9:40 AM,,,,,,,,,,,,,,,,,,,,,UCS751P,,,,,,,,,,,,,,UCS751P/UCS772P,,,,,,,,,,UCS802P,,UHU005P,,,,UHU005P,,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005L,,,,,,,,,,,,,,,,,3,9:40 AM
D,,,,,,,,,,,,,,,,,,,,,,,,L302,,,,,,,,,,,,,,L302/L307,,,,,,,,,,CG-1(L429),,F304,,,,F315,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,SPT,D,,
,4,,10:30 AM,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,LAB,,,,,,,,,,LAB,,LC19,,,,LC20,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,4,10:30 AM
N,,,,,,,,,,,,,,,,,,,,,,,,PSR,,,,,,,,,,,,,,PSR/DPK-RA,,,,,,,,,,,,,,,,,,,,,,ARS-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,RUB,N,,
,5,,11:20 AM,UHU005L,,,,,,,,,,,,,,,,,,,,,,UCS802P,,,,,,,,,,UHU005P,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,,,,UCS802P,,UHU005P,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,UCS748P/UCS745P,,,,,,,,,,,,,,,,,5,11:20 AM
E,,,,E104,,,,,,,,,,,,,,,,,,,RR,,,CG-1(L429),,,,,,,,,,F304,,,,,,,,T101,,,,,,,,,,,,,,,,,,,SKH,GA(L002),,T106,,,,,,,,,,F316,,,,,,,,,,,,,,,,,,,,L402/L206,,,,,,,,,,,,,,,,E,,
,6,,12:10 PM,UCS802L,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,LC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LC21,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,6,12:10 PM
S,,,,E104,,,,,,,,,,,,,,,,,,,NKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUB,,,,,,,,,,,,LC24,,,,,,,,,,,,,,,,,,,,RKT/RIA-RA,,,,,,,,,,,,,,,,S,,
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1:00 PM
D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,,
,8,,1:50 PM,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005L,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,8,1:50 PM
A,,,,,,,,,,,,,,F304,,,,,,,,,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,SPT,,,,,,,,,,,,,F302,,,,,,,,,,,,,,,,,,,,A,,
,9,,2:40 PM,,,,,,,,,,,LC15,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC25,,,,,,,,,,,,,,,,,,,,,9,2:40 PM
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,NS,,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
,10,,3:30 PM,,,,,UHU005P,,,,,,,,,,,,,,,,UCS802P,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,10,3:30 PM
,,,,,,,,F304,,,,,,,,,,,,,,,,GA(L002),,,,,,,,,,,,,,,,E205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,F302,,,,,,,,,,,,,,,,,,,,
,11,,4:20 PM,,,,,LC25,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,LC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,LC26,,,,,,,,,,,,,,,,,,,11,4:20 PM
,,,,,,,,,,,,,,,,,,,,,,,,SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARS-RA,,RTA-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,5:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5:10PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8:00 AM
T,,,,,,,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,F304,,,,,,,,,,,,,,,,,,,,,,E205,,,,,,,,,,T106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,
,2,,8:50 AM,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,LC17,,,,,,,,,,,,,,,,,,,,,,MT,,,,,,,,,,LC21,,UCS802L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8:50 AM
H,,,,,,,,,,,,RSD-RA,,JPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,
,3,,9:40 AM,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9:40 AM
U,,,,,,,,,,,,F304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,
,4,,10:30 AM,,,,,,,,,LC15,,,,,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10:30 AM
R,,,,,,,,,,,,,,,,,,,,,,,,E104,,,,,,,,,,,,,,,,,,,SHB,,,,,,,,,,,,,,,,,,,,,,,,,NKA,,SKH,,,,,,,,,,T101,,,,,,,,,,,,,,,KAR,,,,,,,,,,,,,,,,,R,,
,5,,11:20 AM,UCS751P/UCS752P/UCS754P/UCS758P/UCS748P/UCS745P/UCS772P,,,,,,,,UCS751P/UCS752P/UCS754P/UCS758P/UCS748P/UCS745P/UCS772P,,,,,,UCS751P/UCS752P/UCS754P/UCS758P/UCS748P/UCS745P/UCS772P,,,,,,UCS752P/UCS754P/UCS758P/UCS748P/UCS745P/UCS772P,,,,,,,,UCS752P/UCS754P/UCS758P/UCS748P/UCS745P/UCS772P,,UCS752P/UCS754P/UCS758P/UCS748P/UCS745P/UCS772P,,,,UCS752P/UCS754P/UCS758P/UCS748P/UCS745P,,,,,,UCS752P/UCS754P/UCS758P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005P,,UHU005P,,UCS802P,,UCS802P,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,UCS802P,,,,,,,5,11:20 AM
S,,,,L302/L002/L408/L102/L430/L206/L307,,,,,,,,L302/L002/L408/L102/L430/L206/L009,,,,,,L302/L002/L408/L102/L430/L206/L308,,,,,,L002/L408/L102/L105/L207/L313,,,,,,,,L002/L408/L102/L105/L207/L312,,L002/L408/L102/L105/L409/L312,,,,L002/L408/L102/L105/L409,,,,,,L002/L408/L102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T105,,F316,,ES-1(L401),,ES-2(L402),,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,GC-1(L429),,,,,,S,,
,6,,12:10 PM,LAB,,,,,,,,LAB,,,,,,LAB,,,,,,LAB,,,,,,,,LAB,,LAB,,,,LAB,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC20,,LC23,,LAB,,LAB,,LAB,,LAB,,,,,,,,,,,,,,,,LAB,,,,,,,6,12:10 PM
D,,,,PSR/SSH/NRJ/ANJ/RKT/SMG/GEK,,,,,,,,PSR/SSH/NRJ/ANJ/RKT/SMG/MAK,,,,,,PSR/SSH/NRJ/ANJ/RKT/SMG/SEW,,,,,,SSH/NRJ/ANJ/JYT/VJY/DEP-RA,,,,,,,,SSH/NRJ/ANJ/JYT/VJY/DPK-RA,,SSH/NRJ/ANJ/JYT/RIA-RA/DPK-RA,,,,SSH/NRJ/ANJ/JYT/RIA-RA,,,,,,SSH/NRJ/ANJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GUS-RA,,NS,,SHB,,RAK-RF,,,,,,,,,,,,,,,,RUB,,,,,,D,,
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1:00 PM
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,
,8,,1:50 PM,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,,,,,,,,,,,,,,,,,,,UCS802P,,,,UHU005P,,,,,,UHU005P,,,,,,UHU005P,,,8,1:50 PM
Y,,,,,,,,,,,,,,,,,,,,,,F304,,,,,,,,,,,,,,,,E205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA(L002),,,,,,,,,,,,,,,,,,,,CG-1(L429),,,,F302,,,,,,F303,,,,,,F310,,Y,,
,9,,2:40 PM,,,,,,,,,,,,,,,,,,,LC16,,,,,,,,,,,,,,,,LC18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,LAB,,,,LC25,,,,,,LC27,,,,,,LC28,,,9,2:40 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSD-RA,,,,,,,,,,,,,,,,,,,,ARS-RA,,,,,,,,,,,,,,,,,,,,
,10,,3:30 PM,,,,,,,UHU005P,,,,,,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,UHU005P,,,,,,,,,,,,,10,3:30 PM
,,,,,,,,,,F304,,,,,,,,,,GC-2(L107),,GC1(L106),,,,,,,,,,,,,,,,,,,,,,E103,,,,,,,,,,,,,,,,,,,SKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-1(L429),,F302,,,,,,,,,,,,,,
,11,,4:20 PM,,,,,,,SMP,,,,,,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,UHU005L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LC26,,,,,,,,,,,,,11,4:20 PM
,,,,,,,,,,,,,,,,,,,,AA,,GUS-RA,,,,,,,,,,,,,,,,,,,,,,E103,,,,,,,,,,,,,,,,,,,RKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC26,,,,,,,,,,,,,,,,
,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5:10 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,UCS802P,,UCS802P,,,,,,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,UHU003P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,,,,,,,UCS802P,,,,,,,,,1,8:00 AM
F,,,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,,,,,,,,,,,,,,,F304,,,,,,,,,,,,,,,,,,,,,,E205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-1(L429),,,,,,,,GA(L002),,,,,,,,F,,
,2,,8:50 AM,,,,,LAB,,LAB,,,,,,,,,,,,,,,,,,,,,,,,LC18,,,,,,,,,,,,,,,,,,,,,,LC20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,LAB,,,,,,,,,2,8:50 AM
R,,,,,,,,GUS-RA,,ARS-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RTA-RA,,,,,,,,SKH,,,,,,,,R,,
,3,,9:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,UCS802P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU005L,,,,,,,,,,,,,,,,,3,9:40 AM
I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F304,,,,,,,,,,,,,,,,,,,,,,,,,,,,E205,,,,,,GC-2(L107),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,SPT,I,,
,4,,10:30 AM,UCS802L,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,LC21,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802L,,,,,,,,,,,,,,,,,4,10:30 AM
D,,,,E104,,,,,,,,,,,,,,,,,,,NKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSD-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T101,,,,,,,,,,,,,,,RUB,D,,
,5,,11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,,,,,,,,,,,,,,,,,,,UHU005P,,,,,,,,UHU005P,,,,,,,,,,,,,,,,,,,,,,UCS802P,,UCS802P,,,,,,,,,,,5,11:20 AM
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CG-1(L429),,,,,,,,,,,,,,,,,,,,F304,,,,,,,,F316,,,,,,,,,,,,,,,,,,,,,,GC-1(L106),,GC-2(L107),,,,,,,,,,A,,
,6,,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,LC22,,,,,,,,LC23,,,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,,,,,,,,,,6,12:10 PM
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NKA,,RFG-RA,,,,,,,,,,Y,,
,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1:00 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS802P,,,,,,,,,,,,,,,,,,,,UCS802P,,,,,,,,,,,,,,UHU005P,,UHU005P,,,,,8,1:50 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GC-1(L106),,,,,,,,,,,,,,,,,,,,CG-1(L429),,,,,,,,,,,,,,F304,,F302,,,,,,
,9,,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,LC26,,LC27,,,,,9,2:40 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARS-RA,,,,,,,,,,,,,,,,,,,,RTA-RA,,,,,,,,,,,,,,,,,,,,,,
,10,,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCS745P/UCS772P,,,,,,,,UCS745P/UCS772P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3:30 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L206/L009,,,,,,,,L206/L307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4:20 PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIA-RA/MAK,,,,,,,,RIA-RA/DPK-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,,5:10PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5:10PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,,6:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,,6:50PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50PM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8:00 AM
S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,,
,2,,8:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8:50 AM
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,
,3,,9:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9:40 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,4,,10:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T,4,10:30 AM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
