DAY,SR.NO,HOUR,,,M.E. CIVIL,,,,M.E. CIVIL,,,,M.E. CIVIL,,,,M.E. CIVIL,,,,M.E. CIVIL,,,,ME -EV,,,,MCA 1st Year,,,,,,,,,,2MCA1,,,,,,,,1ME AI,,,,ME CSE 1st Year,,,,,,,,M.Tech. (EST),,MSC Ist Yr CHEM ,,,,MSc(PHY) 1,,,,MSc(PHY) 2,,MSc -Mathematics & Computing,,MSc -Mathematics & Computing,,M.E. CIVIL,,,,PG-MEE (Mechanical),,M.Tech. BTD,,MSC BTD 1st Year,,,,MSC BTD 2nd Year,,,,P.H.D,
,,,M.E. INFRASTRUCTURE IInd SEM,,M.E. STRUCTURES IInd SEM,,M.E. INFRASTRUCTURE IInd SEM,,M.E. STRUCTURES IInd SEM,,M.E. INFRASTRUCTURE IInd SEM,,M.E. STRUCTURES IInd SEM,,M.E. INFRASTRUCTURE IInd SEM,,M.E. STRUCTURES IInd SEM,,M.E. INFRASTRUCTURE IInd SEM,,M.E. STRUCTURES IInd SEM,,MTECH VLSI     FIRST SEM,,1ST YEAR(EIED),,MTECH VLSI     ,,1MCA 1,,1MCA 2,,1MCA 3,,1MCA 4,,1MCA 5,,2MCA 1,,2MCA2,,2MCA3,,2MCA4,,1MEAI 1,,1MEAI 2,,1ME(CS)1,,1ME(CS)2,,1ME(CS)3,,1ME(CS)4,,,,MSC Ist Yr CHEM ,,MSC IInd Yr CHEM ,,G1,,,,G1,,1ST YEAR,,2ND YEAR,,M.E. STRUCTURES Ist SEM,,M.E. TRANSPORTATION Ist SEM,,,,M.Tech. 1 (BT),,MS 1(BT1),,MS 1(BT2),,MS 2(BT1),,MS 2(BT2),,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,PEV102L,,LAB,,MCA107L,,,,,,,,,,MCA303L,,,,,,,,LAB,,,,,,,,LAB,,,,,,,,PCY308T,,PHY102L,,,,PPH301L,,PMC L,,PMC303L,,NKW,,PTE107L,,,,,,PIM101L ,,,,,PBT314L/PBT315L,,,,
N,,,,,,,,,,,,,,,,,,,,,,,,,E107,PAW,GPK,,LT401,,,,,,,GEK,,,LT402,,,,,,,VBH,AMT,,,,,,,,SAL,,,,,,,,T203,VT,E314,,,SAK,E202,ALU,F211,PJS,F212,ASA,,,D115,TNC,,,,,F305 ,,,SJK,F307/F306,,,PD/DD,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,PEV103L,,,,MCA105L,,,,,,,,,,,,,,,,,,PAI101L,,,,PCS111P,,PCS114P,,,,PCS108P,,,,PIMXXXL,,,,,,,,,,,,PMC303L,,,,,,PCD216L,,PBY109P ,,,,,,,,PBT305P G2 ,,,
S,,,,,,,,,,,,,,,,,,,,,,,,,E105                                                                                 MBK,,,,LP106,,,,,,,SUB,,,,,,,,,,,LP108,,,HMG,CG2(L430),,HPC(L312),,,,PL3(L010),,,,T202,HG,,,,,,,,,,,F212,KVT,,,,,E201,DK,,,,,,,,,,,,
,9,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,MCA109L,,,,,,,,,,,,,,,,,,PAI104L,,,,LAB,,LAB,,,,LAB,,,,PCYXXXL,,PCY327L,,,,,,,,,,PMC206L,,PCE102L,,,,PCD312L,,Bioprocess Lab,DD,PIM101T,,,,,,CORE,AKR ,DMC016L,
D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LP106,,,,,,,ASK,,,,,,,,,,,LP108,,,MNS,HAR,,SHW-RA,,,,ANK-RA,,,,T202,BG,T203,PV,,,,,,,,,F212,ST,E203,PTK,,,E201,VKH,,,F305 ,,,SJK,,,,,F307,NB
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCA207P,,,,MCA207P,,,,,,,,,,PAI106L,,,,PCS114L,,,,,,,,PES111P,,PCYXXXL,,PCY322L,,,,,,,,,,PMA303P,,PCE102T,,PTE102T,,PCD103P,,PBY107P ,,PBT115P G1  ,,PBT114P G2  ,,PBT303P G1  ,,,,,
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PGR(L313),,,,PL1(L007),,,,,,,,,,LP108,,,SMR,LP106,,,,,,,SHV,(DEE105),,T202,DPM,T203,MIL,PHY105P,,,,,,,,NEW(G309),,E203,,E204,,MTX Lab (D202),,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,,,,,,,,,PAI103L,,,,PCS108L,,,,,,,,LAB,,PCYXXXL,,,,G319,,,LC21,,,,,LAB,,PTK,,MNP,,ASL,,Step lab,OVQ,CORE Lab,PD,Mol Bio Lab,JM,STEP- First Floor,MSR,,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RJK,,,,CHK-RA,,,,,,,,,,LP108,,,RAH,LP106,,,,,,,SAL,AA,,T202,DPM,,,,,,,,,,,KVT,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCA109P,,,,MCA421P/MCA306P,,,,MCA312P,,,,PAI101P,,PAI101P,,PCS108P,,,,PCS113P,,PCS114P,,,,,,,,,,,,,,,,PMA303P,,PCL105P,,,,,,,,,,,,,,,,DMC007P,
T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ML(L009),,,,IOT(L302)/CIS(L301),,,,CG1(L429),,,,AI(L307),,PL3(L010),,L003,,,,ED2(L209),,DT(L308),,,,,,,,,,,,,,,,,,NA Lab 2 (G204),,,,,,,,,,,,,,,,FIST(G307),
,2,8:50:AM ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,LAB,,,,LAB,,,,LAB,,LAB,,LAB,,,,LAB,,LAB,,,,,,,,,,,,,,,,LAB,,APC-1,,,,,,PBY105T,,,,,,,,,,LAB,
H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKS-RA,,,,VJY/MNK,,,,ABK,,,,HMG,,SMR,,SAL,,,,ABK-RA,,SHV,,,,,,,,,,,,,,,,AK/TA27,,,,,,,,F306,DS,,,,,,,,,TA38,
,3,9:40: AM ,,,,,,,,,,,,,,,,,,,,,,,PEV106L,,PVL112P,,,,MCA105P,,,,MCA207P,,MCA302P,,MCA312P,,MCA203P,,,,,,PAI101L,,,,PCS111L,,,,,,,,,,PCYXXXL,,,,PHY102L,,,,PPH312L,,PMC L,,PMA303L,,PCL105L,,PCL105L,,PCL108L,,PBY106L ,,PBT110L ,,,,PBT301L ,,,,DSS011L,
R,,,,,,,,,,,,,,,,,,,,,,,,,E105,SKJ,C221,,,,IOT(L302),,,,ML(L009),,ED1(L101),,CG1(L429),,GA(L002),,,,,,LP108,,,HMG,LP106,,,,,,,HAR,,,T202,RKD,,,E314,,,SAK,E202,SOJ,F211,MER,F212,KVT,E201,VJK,E201,VJK,E201,VJK,F306,NL,F305,,DG,,F307,,SDS,,F105,RAV
,4,10:30: AM,,,,,,,,,,,,,,,,,,,,,,,PEV101L,,LAB,,,,LAB,,,,LAB,,LAB,,LAB,,LAB,,,,,,PAI103L,,,,PCS206L,,,,,,,,PES111L,,PCYXXXL,,PCY302L,,PHY103L,,,,PPH301L,,PMC L,,PMA301T,,PCE104L,,PTE107L,,PCD107L,,PBY108L ,,PIM101L ,,,,PBT303L ,,,,DMC007L,
U,,,,,,,,,,,,,,,,,,,,,,,,,E105,SS,SKR,,,,SBN-RF,,,,HMK,,MNK-RA,,ABK,,KRT-RA,,,,,,LP108,,,RAH,LP106,,,,,,,SR,F308,ADH,T202,BG,T203,VLX,E314,,,LKB,E202,ALU,F211,MER,F212,SC,E203,RSQ,D115,TNC,E201,JSS,F306,BB,F305 ,,,SJK,F307,,MSR,,F105,VJK
,5,11:20 AM,,,,,,,,,,,,,,,,,,,,,,,PEV105L,,PVL111P,,MCA102L,,,,,,,,,,,,,,,,,,,,,,,,PCS111P,,PCS111P,,,,PES116L,,PCYXXXL,,PCY307L,,PHY103L,,,,PPH303L,,PMC L,,PMC303L,,PCE103L,,PTE105L,,PCD106T,,PBY107L  ,,PIM101T,,,,"PHU301T
F307",,,,,
S,,,,,,,,,,,,,,,,,,,,,,,,,E105,SKA,C221,,LP106,,,,,,,KUC,,,,,,,,,,,,,,,,,SD(L501),,SE-1(L104),,,,F308,SV,T202,DPM,T203,KPU,E314,,,LKB,E202,BCM,F211,PJS,F212,ASA,E203,PPB,E204,ABK,CAM Lab (H107),,F306,OVQ,F305 ,,,SJK,F307,,RAV,,,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,PEV103L,,LAB,,MCA107L,,,,,,,,,,,,,,,,,,,,,,,,LAB,,LAB,,,,PMA102L,,,,PCY327L,,PHU002L,,,,PPH303T,,PMC L,,PMA304L,,PCE101L,,PTE104L,,DS,,PMA102L,,PHU002 ,,,,,PBT314L/PBT315L,,,DMC013L,
D,,,,,,,,,,,,,,,,,,,,,,,,,E105,MBK,RS,,LP106,,,,,,,HMK,,,,,,,,,,,,,,,,,JAK-RF,,HAR,,,,F308,JPR,,,T203,DSH,E314,,,APB,E202,BCM,F211,PJS,F212,AK,E203,NKW,E204,RP,,,F308,JPR,,,APB,,F307/F306,,,PD/DD,F105,RJD
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCA302P,,MCA102P,,,,MCA103P,,MCA203L,,,,,,,,PAI106P,,,,PCS206P,,PCS113P,,,,PCS113P,,,,,,PCY317P,,,,,,,,,,PMC306P,,,,,,PCD312L,,,,,,,,,,,,DMC007P,
Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IOT(L302),,DBMS1(L206),,,,ED1(L101),,LP106,,,,,,,ABJ,DBMS2(L207),,,,HPC(L312),,CG2(L430),,,,L301,,,,,,G143,,,,,,PPH320P,,,,GC1(L106),,,,,,E201,VKH,,,,,,,,,,,NA1(203),
,9,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,PEV104L,,PVL113L,,,,LAB,,LAB,,,,LAB,,MCA214L/MCA306L,,,,,,,,LAB,,,,LAB,,LAB,,,,LAB,,,,PCYXXXP,,LAB,,,,,,G319,JTK,,,LAB,,PCE102L,,PTE101L,,PCD216L,,PBY109L,,PHU002T G1,,,,,,,,LAB,
,,,,,,,,,,,,,,,,,,,,,,,,,E105,YT,E110,MFD,,,SUS,,KUC,,,,JHS-RA,,LP106/LP109,,,,,,,VJY/MNK,SMR,,,,SR,,KAS,,,,ABK-RA,,,,G145,,TA7,,,,,,,,,,ST,,E203,PTK,E204,MNK,E201,DK,F306,DD,F307, APB,,,,,,,RA1,
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,PEV106P,,PVL111L,,,,,,MCA207P,,,,,,,,,,,,,,PAI104L,,,,PCS113L,,,,,,,,PES116P,,LAB,,,,PHY101L,,,,,,,,,,PCE204T,,PCL105P,,PCL108P,,PBY108T,,,,PBT115P G2 ,,,,PBT303P G2  ,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,E110,RS,,,,,PGR(L313),,,,,,,,,,,,,,LP108,,,MNS,LP106,,,,,,,KAS,(DEE103),,TA14,,,,E314,,,DKS,,,,,,,CED CAD LAB-2(C218),,NA2(G204),,NA Lab 2 (G204),,F306,BB,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,PCS114L,,,,,,,,LAB,,,,,,PHY104L,,,,,,,,,,TRN,,VJK,,VJK,,PBY106T,,,,CORE Lab,PD ,,,STEP- First Floor,MSR,,
,,,,,,,,,,,,,,,,,,,,,,,,,H220                                                                               SKJ,,,,,,,,RJK,,,,,,,,,,,,,,,,,,LP106,,,,,,,SHV,SV,,,,,,E314,,,RKK,,,,,,,,,,,,,F306,NL,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCA102P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DBMS1(L206),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,8:50:AM ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPH312L,,,,,,PCE102L,,,,,,PBY106L ,,,,,,PBT304L ,,,,,
R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JEE-RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E202,SOJ,,,,,E203,PTK,,,,,F306,NL,,,,,F307,,MVR,,,
,3,9:40: AM ,,,,,,,,,,,,,,,,,,,,,,,PEV106L,,PVL204L,,MCA302L,,,,,,,,,,MCA203P,,MCA312P,,,,MCA303P,,PAI103P,,PAI104P,,,,,,,,,,PMA102L,,PIMXXXL,,,,PHY104L,,,,,,,,PMC331L,,PCE204L,,,,,,PMA102L ,,PBT114P G1  ,,,,PBT305L ,,,,DSS011L,
I,,,,,,,,,,,,,,,,,,,,,,,,,E105,SKJ,E110,GPK,LP106,,,,,,,SUS,,,GC1(L106),,CG1(L429),,,,ED1(L101),,IOT(L302),,ML(L009),,,,,,,,,,F306,JPR,T202,HG,,,E314,,,RKK,PPH319P,,,,F212,ASN,E203,TRN,,,,,F306,JPR ,,,,,F307,, AKR,,F105,RAV
,4,10:30: AM,,,,,,,,,,,,,,,,,,,,,,,PEV101L,,PVL103L,,MCA107L,,,,,,,,,,LAB,,LAB,,,,LAB,,LAB,,LAB,,,,,,,,,,PES111L,,PCYXXXL,,PCY327L,,PHY102L,,,,G319,RKU,PMC L,,PMC331L,,PCE104L,,PTE102L,,PCD106L,,PBY105L ,,Mol Bio Lab,JM,,,,,,,DMC013P/DMC007P,
D,,,,,,,,,,,,,,,,,,,,,,,,,E105,SS,E110,AKC,LP106,,,,,,,GEK,,,KRT-RA,,KML-RA,,,,SNL-RA,,HJS-RA,,MNS,,,,,,,,,,F308,ADH,T202,RKD,T203,PV,E314,,,SAK,,,F211,YK,F212,ASN,E203,RSQ,E204,MNP,E201,DS,F306,DS,,,,,,,,,NA1(G203)/PG(G201),
,5,11:20 AM,,,,,,,,,,,,,,,,,,,,,,,PEV102L,,,,MCA109P,,MCA102P,,MCA103P,,,,MCA109P,,,,,,MCA421P/MCA306P,,,,PAI101L,,,,PCS206L,,,,,,,,PES111T,,PCYXXXL,,PCY302L,,PHY103L,,,,PPH314L,,PMC L,,,,,,PTE101L,,PCD107P,,PBY108L ,,PBT115L  ,,,,PBT314P  ,,,,LAB,
A,,,,,,,,,,,,,,,,,,,,,,,,,E105,PAW,,,ML(L009),,DBMS1(L206),,ES1(L401),,,,ED1(L101),,,,,,IOT(L302)/CIS(L301),,,,LP108,,,HMG,LP106,,,,,,,SR,F308,AA,T202,AAL,T203,VLX,E314,,,LKB,E202,RKR,F211,MER,,,,,E204,MNK,CAM Lab (H107),,F306,BB,F307,,AKR,,,,,,TA8/RA1,
,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,PEV104L,,,,LAB,,LAB,,LAB,,,,LAB,,,,,,LAB,,,,PAI104L,,,,PCS113L,,,,,,,,PES116L,,PCYXXXL,,,,PHU002L,,,,PPH301L,,PYTHON L,,,,,,,,JSS,,,,PHU002 ,,,,Mol Bio Lab,,PD,,,
Y,,,,,,,,,,,,,,,,,,,,,,,,,E105,YT,,,ASK,,KUC,,JHS-RA,,,,AKS-RA,,,,,,VJY/MNK,,,,LP108,,,MNS,LP106,,,,,,,KAS,F308,SV,T202,DPM,,,314,,,APB,E202,ALU,F211,SPN,,,,,,,,,,,F307,,APB,,,,,,,
,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,PVL113L,,MCA105L,,,,,,,,,,,,,,,,,,,,,,,,PCS108P,,,,,,,,,,,,,,,,,,,,,,,,,,PCD312P,,PBY108P ,,,,,,PBT315P  ,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,E110,MFD,LP106,,,,,,,SUB,,,,,,,,,,,,,,,,,L003,,,,,,,,,,,,,,,,,,,,,,,,,,CAM Lab (H107),,,,,,,,,,,,,
,9,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,PVL112L,,MCA109L,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,VKH,,Bioprocess Lab,BB,,,,,Biochem Lab,,TA,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,E110,SKR,LP106,,,,,,,ASK,,,,,,,,,,,,,,,,,SAL,,,,,,,,,,,,PHY105P,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,PVL113P,,MCA103L,,,,,,,,,,MCA312L,,,,,,,,,,PAI103P,,,,,,,,PCS111P,,,,,,,,G319,,,LKB,,,,,,,,,,,,,PBY109T,,,,,,,,,,DMC013P,
,,,,,,,,,,,,,,,,,,,,,,,,,,,C334,,LP106,,,,,,,NDH,,,LP102,,,,,,,ABK,,,PGR(L313),,,,,,,,CG2(L430),,,,,,,,,,,,,,,,,,,,,,,,F306,DD,,,,,,,,,NA2(G204),
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,MCA207L,,,,,,,,,,MCA214L/MCA306L,,,,,,,,,,LAB,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,
,,,,,,,,,,,,,,,,,,,,,,,,,,,MFD,,LP106,,,,,,,HMK,,,LP102/LP108,,,,,,,VJY/MNK,,,RAH,,,,,,,,JAK-RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TA8,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2,8:50:AM ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES117L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F308,KSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,3,9:40: AM ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES118L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F308,GAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T,4,10:30: AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES118P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(DEE204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U,5,11:20 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R,6,12:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES117L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F308,KSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,7,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,8,1:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES118L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F308,GAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,9,2:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES117L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F308,KSB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,3:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PES118P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(DEE204),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11,4:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,13,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
